"","ITAG","cluster"
"2994","Solyc10g085450.1.1",4
"2995","Solyc10g085500.1.1",1
"2996","Solyc10g085740.1.1",6
"2997","Solyc10g085750.1.1",6
"2998","Solyc10g085950.1.1",2
"2999","Solyc10g086030.1.1",1
"3000","Solyc10g086060.1.1",3
"3001","Solyc10g086070.1.1",1
"3002","Solyc10g086250.1.1",3
"3003","Solyc10g086270.1.1",3
"3004","Solyc10g086320.1.1",5
"3005","Solyc10g086530.1.1",1
"3006","Solyc10g086570.2.1",3
"3007","Solyc10g086690.1.1",5
"3008","Solyc10g086750.1.1",6
"3009","Solyc11g005100.1.1",1
"3010","Solyc11g005190.1.1",3
"3011","Solyc11g005400.1.1",5
"3012","Solyc11g005440.1.1",4
"3013","Solyc11g005460.1.1",1
"3014","Solyc11g005560.1.1",4
"3015","Solyc11g005590.1.1",3
"3016","Solyc11g005710.1.1",5
"3017","Solyc11g005820.1.1",3
"3018","Solyc11g005920.1.1",4
"3019","Solyc11g005960.1.1",4
"3020","Solyc11g005970.1.1",4
"3021","Solyc11g006010.1.1",5
"3022","Solyc11g006110.1.1",3
"3023","Solyc11g006300.1.1",3
"3024","Solyc11g006360.1.1",2
"3025","Solyc11g006400.1.1",1
"3026","Solyc11g006870.1.1",2
"3027","Solyc11g006940.1.1",1
"3028","Solyc11g006990.1.1",2
"3029","Solyc11g007260.1.1",5
"3030","Solyc11g007340.1.1",1
"3031","Solyc11g007460.1.1",1
"3032","Solyc11g007490.1.1",1
"3033","Solyc11g007540.1.1",2
"3034","Solyc11g007570.1.1",1
"3035","Solyc11g007750.1.1",6
"3036","Solyc11g007800.1.1",4
"3037","Solyc11g008090.1.1",5
"3038","Solyc11g008320.1.1",4
"3039","Solyc11g008380.1.1",1
"3040","Solyc11g008480.1.1",3
"3041","Solyc11g008530.1.1",2
"3042","Solyc11g008790.1.1",4
"3043","Solyc11g008830.1.1",5
"3044","Solyc11g008980.1.1",3
"3045","Solyc11g009040.1.1",5
"3046","Solyc11g010210.1.1",5
"3047","Solyc11g010220.1.1",5
"3048","Solyc11g010330.1.1",1
"3049","Solyc11g010380.1.1",2
"3050","Solyc11g010700.1.1",1
"3051","Solyc11g010850.1.1",2
"3052","Solyc11g010910.1.1",1
"3053","Solyc11g010940.1.1",1
"3054","Solyc11g010950.1.1",5
"3055","Solyc11g011000.1.1",2
"3056","Solyc11g011240.1.1",1
"3057","Solyc11g011310.1.1",1
"3058","Solyc11g011340.1.1",1
"3059","Solyc11g011400.1.1",2
"3060","Solyc11g011440.1.1",1
"3061","Solyc11g011550.1.1",4
"3062","Solyc11g011860.1.1",4
"3063","Solyc11g011970.1.1",1
"3064","Solyc11g011980.1.1",2
"3065","Solyc11g012230.1.1",3
"3066","Solyc11g012240.1.1",2
"3067","Solyc11g012260.1.1",4
"3068","Solyc11g012320.1.1",3
"3069","Solyc11g012440.1.1",2
"3070","Solyc11g012680.1.1",3
"3071","Solyc11g012700.1.1",3
"3072","Solyc11g012880.1.1",4
"3073","Solyc11g012920.1.1",5
"3074","Solyc11g013070.1.1",6
"3075","Solyc11g013130.1.1",4
"3076","Solyc11g013150.1.1",6
"3077","Solyc11g013380.1.1",1
"3078","Solyc11g013390.1.1",6
"3079","Solyc11g013470.1.1",3
"3080","Solyc11g013500.1.1",4
"3081","Solyc11g013790.1.1",4
"3082","Solyc11g013840.1.1",4
"3083","Solyc11g013850.1.1",1
"3084","Solyc11g013890.1.1",2
"3085","Solyc11g016930.1.1",1
"3086","Solyc11g016970.1.1",1
"3087","Solyc11g017000.1.1",4
"3088","Solyc11g017110.1.1",3
"3089","Solyc11g017250.1.1",4
"3090","Solyc11g017260.1.1",1
"3091","Solyc11g017280.1.1",6
"3092","Solyc11g017290.1.1",5
"3093","Solyc11g017330.1.1",2
"3094","Solyc11g017370.1.1",4
"3095","Solyc11g018580.1.1",4
"3096","Solyc11g018770.1.1",4
"3097","Solyc11g018820.1.1",4
"3098","Solyc11g020180.1.1",5
"3099","Solyc11g020190.1.1",6
"3100","Solyc11g020290.1.1",2
"3101","Solyc11g020560.1.1",1
"3102","Solyc11g020670.1.1",3
"3103","Solyc11g020760.1.1",6
"3104","Solyc11g020840.1.1",1
"3105","Solyc11g021120.1.1",1
"3106","Solyc11g021150.1.1",4
"3107","Solyc11g021160.1.1",4
"3108","Solyc11g021170.1.1",4
"3109","Solyc11g021190.1.1",1
"3110","Solyc11g021200.1.1",4
"3111","Solyc11g021250.1.1",4
"3112","Solyc11g021270.1.1",1
"3113","Solyc11g021280.1.1",5
"3114","Solyc11g021310.1.1",4
"3115","Solyc11g022590.1.1",6
"3116","Solyc11g027650.1.1",4
"3117","Solyc11g027660.1.1",4
"3118","Solyc11g027670.1.1",4
"3119","Solyc11g027690.1.1",4
"3120","Solyc11g027710.1.1",4
"3121","Solyc11g027750.1.1",4
"3122","Solyc11g027760.1.1",4
"3123","Solyc11g027770.1.1",4
"3124","Solyc11g030730.1.1",4
"3125","Solyc11g030740.1.1",1
"3126","Solyc11g030910.1.1",1
"3127","Solyc11g031970.1.1",4
"3128","Solyc11g032090.1.1",6
"3129","Solyc11g032130.1.1",6
"3130","Solyc11g038340.1.1",1
"3131","Solyc11g039370.1.1",1
"3132","Solyc11g039470.1.1",1
"3133","Solyc11g039520.1.1",1
"3134","Solyc11g039860.1.1",4
"3135","Solyc11g039970.1.1",4
"3136","Solyc11g040240.1.1",6
"3137","Solyc11g040330.1.1",2
"3138","Solyc11g042420.1.1",3
"3139","Solyc11g043210.1.1",5
"3140","Solyc11g044240.1.1",4
"3141","Solyc11g044480.1.1",5
"3142","Solyc11g044510.1.1",1
"3143","Solyc11g044600.1.1",3
"3144","Solyc11g044610.1.1",4
"3145","Solyc11g044630.1.1",4
"3146","Solyc11g044660.1.1",4
"3147","Solyc11g044680.1.1",1
"3148","Solyc11g044800.1.1",2
"3149","Solyc11g044980.1.1",6
"3150","Solyc11g044990.1.1",4
"3151","Solyc11g045110.1.1",5
"3152","Solyc11g045150.1.1",4
"3153","Solyc11g045290.1.1",1
"3154","Solyc11g045380.1.1",6
"3155","Solyc11g045430.1.1",4
"3156","Solyc11g045470.1.1",1
"3157","Solyc11g045480.1.1",5
"3158","Solyc11g045500.1.1",5
"3159","Solyc11g045510.1.1",5
"3160","Solyc11g045620.1.1",1
"3161","Solyc11g050910.1.1",1
"3162","Solyc11g051150.1.1",1
"3163","Solyc11g051160.1.1",2
"3164","Solyc11g051180.1.1",4
"3165","Solyc11g051190.1.1",4
"3166","Solyc11g051200.1.1",4
"3167","Solyc11g051210.1.1",4
"3168","Solyc11g056250.1.1",4
"3169","Solyc11g056290.1.1",6
"3170","Solyc11g056300.1.1",2
"3171","Solyc11g056330.1.1",4
"3172","Solyc11g056350.1.1",4
"3173","Solyc11g056380.1.1",1
"3174","Solyc11g056390.1.1",1
"3175","Solyc11g056440.1.1",1
"3176","Solyc11g056510.1.1",1
"3177","Solyc11g056680.1.1",1
"3178","Solyc11g061720.1.1",3
"3179","Solyc11g061760.1.1",6
"3180","Solyc11g061960.1.1",4
"3181","Solyc11g062050.1.1",4
"3182","Solyc11g062060.1.1",5
"3183","Solyc11g062310.1.1",6
"3184","Solyc11g062320.1.1",4
"3185","Solyc11g062380.1.1",1
"3186","Solyc11g063480.1.1",1
"3187","Solyc11g063490.1.1",4
"3188","Solyc11g063520.1.1",4
"3189","Solyc11g063540.1.1",1
"3190","Solyc11g063640.1.1",4
"3191","Solyc11g064800.1.1",5
"3192","Solyc11g064860.1.1",2
"3193","Solyc11g064870.1.1",2
"3194","Solyc11g064880.1.1",6
"3195","Solyc11g064950.1.1",4
"3196","Solyc11g064960.1.1",6
"3197","Solyc11g065020.1.1",1
"3198","Solyc11g065030.1.1",1
"3199","Solyc11g065200.1.1",1
"3200","Solyc11g065250.1.1",2
"3201","Solyc11g065420.1.1",5
"3202","Solyc11g065650.1.1",1
"3203","Solyc11g065780.1.1",3
"3204","Solyc11g065910.1.1",5
"3205","Solyc11g065930.1.1",4
"3206","Solyc11g065980.1.1",3
"3207","Solyc11g066090.1.1",1
"3208","Solyc11g066100.1.1",6
"3209","Solyc11g066310.1.1",6
"3210","Solyc11g066440.1.1",4
"3211","Solyc11g066520.1.1",3
"3212","Solyc11g066580.1.1",4
"3213","Solyc11g066730.1.1",4
"3214","Solyc11g066930.1.1",1
"3215","Solyc11g066960.1.1",4
"3216","Solyc11g066970.1.1",1
"3217","Solyc11g067150.1.1",1
"3218","Solyc11g067210.1.1",1
"3219","Solyc11g068360.1.1",1
"3220","Solyc11g068370.1.1",2
"3221","Solyc11g068450.1.1",3
"3222","Solyc11g069210.1.1",4
"3223","Solyc11g069230.1.1",6
"3224","Solyc11g069240.1.1",2
"3225","Solyc11g069390.1.1",5
"3226","Solyc11g069500.1.1",4
"3227","Solyc11g069810.1.1",5
"3228","Solyc11g069850.1.1",1
"3229","Solyc11g069950.1.1",4
"3230","Solyc11g069980.1.1",3
"3231","Solyc11g069990.1.1",3
"3232","Solyc11g070040.1.1",1
"3233","Solyc11g070070.1.1",1
"3234","Solyc11g070120.1.1",2
"3235","Solyc11g070180.1.1",6
"3236","Solyc11g071370.1.1",5
"3237","Solyc11g071480.1.1",4
"3238","Solyc11g071500.1.1",2
"3239","Solyc11g071620.1.1",2
"3240","Solyc11g071670.1.1",1
"3241","Solyc11g071690.1.1",5
"3242","Solyc11g071740.1.1",1
"3243","Solyc11g071750.1.1",5
"3244","Solyc11g071760.1.1",5
"3245","Solyc11g072120.1.1",3
"3246","Solyc11g072170.1.1",4
"3247","Solyc11g072380.1.1",1
"3248","Solyc11g072440.1.1",1
"3249","Solyc11g072510.1.1",5
"3250","Solyc11g072550.1.1",1
"3251","Solyc11g072710.1.1",3
"3252","Solyc11g072790.1.1",4
"3253","Solyc11g072850.1.1",1
"3254","Solyc11g072910.1.1",1
"3255","Solyc11g072990.1.1",5
"3256","Solyc11g073010.1.1",3
"3257","Solyc11g073080.1.1",2
"3258","Solyc11g073090.1.1",3
"3259","Solyc12g005120.1.1",2
"3260","Solyc12g005220.1.1",3
"3261","Solyc12g005260.1.1",6
"3262","Solyc12g005350.1.1",3
"3263","Solyc12g005400.1.1",2
"3264","Solyc12g005430.1.1",3
"3265","Solyc12g005560.1.1",5
"3266","Solyc12g005570.1.1",5
"3267","Solyc12g005660.1.1",1
"3268","Solyc12g005850.1.1",4
"3269","Solyc12g005900.1.1",5
"3270","Solyc12g005910.1.1",3
"3271","Solyc12g005990.1.1",4
"3272","Solyc12g006060.1.1",1
"3273","Solyc12g006140.1.1",2
"3274","Solyc12g006340.1.1",6
"3275","Solyc12g006350.1.1",4
"3276","Solyc12g006370.1.1",4
"3277","Solyc12g006530.1.1",4
"3278","Solyc12g006570.1.1",3
"3279","Solyc12g006620.1.1",4
"3280","Solyc12g006860.1.1",6
"3281","Solyc12g006970.1.1",3
"3282","Solyc12g007090.1.1",3
"3283","Solyc12g008400.1.1",1
"3284","Solyc12g008420.1.1",2
"3285","Solyc12g008460.1.1",5
"3286","Solyc12g008520.1.1",5
"3287","Solyc12g008600.1.1",3
"3288","Solyc12g008610.1.1",1
"3289","Solyc12g008640.1.1",2
"3290","Solyc12g008650.1.1",3
"3291","Solyc12g008800.1.1",2
"3292","Solyc12g008820.1.1",4
"3293","Solyc12g008890.1.1",4
"3294","Solyc12g008970.1.1",4
"3295","Solyc12g009000.1.1",1
"3296","Solyc12g009040.1.1",5
"3297","Solyc12g009050.1.1",6
"3298","Solyc12g009080.1.1",2
"3299","Solyc12g009200.1.1",2
"3300","Solyc12g009220.1.1",5
"3301","Solyc12g009260.1.1",4
"3302","Solyc12g009540.1.1",1
"3303","Solyc12g009570.1.1",3
"3304","Solyc12g009580.1.1",2
"3305","Solyc12g009650.1.1",2
"3306","Solyc12g009700.1.1",1
"3307","Solyc12g009770.1.1",6
"3308","Solyc12g009830.1.1",3
"3309","Solyc12g009850.1.1",6
"3310","Solyc12g010020.1.1",4
"3311","Solyc12g010030.1.1",4
"3312","Solyc12g010180.1.1",5
"3313","Solyc12g010250.1.1",1
"3314","Solyc12g010290.1.1",4
"3315","Solyc12g010300.1.1",6
"3316","Solyc12g010480.1.1",2
"3317","Solyc12g010540.1.1",2
"3318","Solyc12g010870.1.1",4
"3319","Solyc12g011130.1.1",2
"3320","Solyc12g011360.1.1",4
"3321","Solyc12g011370.1.1",6
"3322","Solyc12g013500.1.1",5
"3323","Solyc12g013520.1.1",1
"3324","Solyc12g013560.1.1",6
"3325","Solyc12g013710.1.1",2
"3326","Solyc12g013760.1.1",5
"3327","Solyc12g013850.1.1",4
"3328","Solyc12g014000.1.1",5
"3329","Solyc12g014030.1.1",3
"3330","Solyc12g014100.1.1",2
"3331","Solyc12g014140.1.1",4
"3332","Solyc12g014470.1.1",1
"3333","Solyc12g014480.1.1",6
"3334","Solyc12g014510.1.1",1
"3335","Solyc12g014600.1.1",5
"3336","Solyc12g015690.1.1",3
"3337","Solyc12g015940.1.1",1
"3338","Solyc12g017230.1.1",5
"3339","Solyc12g017430.1.1",4
"3340","Solyc12g017480.1.1",1
"3341","Solyc12g017520.1.1",3
"3342","Solyc12g017530.1.1",2
"3343","Solyc12g017850.1.1",1
"3344","Solyc12g017860.1.1",4
"3345","Solyc12g019000.1.1",3
"3346","Solyc12g019080.1.1",4
"3347","Solyc12g019160.1.1",1
"3348","Solyc12g019390.1.1",4
"3349","Solyc12g019410.1.1",3
"3350","Solyc12g019550.1.1",2
"3351","Solyc12g019700.1.1",6
"3352","Solyc12g027590.1.1",6
"3353","Solyc12g027600.1.1",6
"3354","Solyc12g027620.1.1",1
"3355","Solyc12g027760.1.1",3
"3356","Solyc12g027790.1.1",1
"3357","Solyc12g032990.1.1",4
"3358","Solyc12g033040.1.1",4
"3359","Solyc12g035490.1.1",4
"3360","Solyc12g035590.1.1",3
"3361","Solyc12g035790.1.1",1
"3362","Solyc12g035930.1.1",4
"3363","Solyc12g035940.1.1",1
"3364","Solyc12g036140.1.1",2
"3365","Solyc12g036300.1.1",6
"3366","Solyc12g036320.1.1",1
"3367","Solyc12g036420.1.1",4
"3368","Solyc12g036600.1.1",4
"3369","Solyc12g036710.1.1",4
"3370","Solyc12g036810.1.1",4
"3371","Solyc12g036870.1.1",1
"3372","Solyc12g038080.1.1",4
"3373","Solyc12g038340.1.1",4
"3374","Solyc12g038360.1.1",3
"3375","Solyc12g038550.1.1",4
"3376","Solyc12g038600.1.1",6
"3377","Solyc12g038630.1.1",4
"3378","Solyc12g039080.1.1",1
"3379","Solyc12g040460.1.1",2
"3380","Solyc12g040790.1.1",2
"3381","Solyc12g042240.1.1",3
"3382","Solyc12g042250.1.1",2
"3383","Solyc12g042340.1.1",6
"3384","Solyc12g042600.1.1",3
"3385","Solyc12g042630.1.1",1
"3386","Solyc12g042770.1.1",2
"3387","Solyc12g042920.1.1",4
"3388","Solyc12g043000.1.1",3
"3389","Solyc12g044210.1.1",1
"3390","Solyc12g044230.1.1",3
"3391","Solyc12g044250.1.1",3
"3392","Solyc12g044310.1.1",3
"3393","Solyc12g044330.1.1",3
"3394","Solyc12g044500.1.1",5
"3395","Solyc12g044740.1.1",5
"3396","Solyc12g044930.1.1",3
"3397","Solyc12g044980.1.1",4
"3398","Solyc12g045030.1.1",6
"3399","Solyc12g049310.1.1",1
"3400","Solyc12g049350.1.1",1
"3401","Solyc12g049400.1.1",1
"3402","Solyc12g049460.1.1",5
"3403","Solyc12g049540.1.1",1
"3404","Solyc12g049590.1.1",3
"3405","Solyc12g055970.1.1",2
"3406","Solyc12g056110.1.1",5
"3407","Solyc12g056200.1.1",1
"3408","Solyc12g056230.1.1",4
"3409","Solyc12g056440.1.1",4
"3410","Solyc12g056460.1.1",3
"3411","Solyc12g056470.1.1",5
"3412","Solyc12g056510.1.1",3
"3413","Solyc12g056560.1.1",3
"3414","Solyc12g056770.1.1",6
"3415","Solyc12g056850.1.1",1
"3416","Solyc12g056920.1.1",6
"3417","Solyc12g057020.1.1",1
"3418","Solyc12g057080.1.1",2
"3419","Solyc12g062570.1.1",1
"3420","Solyc12g062600.1.1",4
"3421","Solyc12g062640.1.1",4
"3422","Solyc12g062650.1.1",4
"3423","Solyc12g062810.1.1",1
"3424","Solyc12g070130.1.1",3
"3425","Solyc12g070220.1.1",4
"3426","Solyc12g070240.1.1",1
"3427","Solyc12g070270.1.1",4
"3428","Solyc12g077670.1.1",4
"3429","Solyc12g082690.1.1",1
"3430","Solyc12g087800.1.1",1
"3431","Solyc12g087830.1.1",2
"3432","Solyc12g087930.1.1",1
"3433","Solyc12g087990.1.1",6
"3434","Solyc12g088010.1.1",1
"3435","Solyc12g088020.1.1",4
"3436","Solyc12g088170.1.1",4
"3437","Solyc12g088220.1.1",6
"3438","Solyc12g088370.1.1",1
"3439","Solyc12g088450.1.1",1
"3440","Solyc12g088460.1.1",3
"3441","Solyc12g088820.1.1",2
"3442","Solyc12g088950.1.1",1
"3443","Solyc12g089010.1.1",4
"3444","Solyc12g089220.1.1",2
"3445","Solyc12g089240.1.1",6
"3446","Solyc12g094440.1.1",5
"3447","Solyc12g095750.1.1",4
"3448","Solyc12g095850.1.1",6
"3449","Solyc12g095870.1.1",1
"3450","Solyc12g095890.1.1",4
"3451","Solyc12g095900.1.1",4
"3452","Solyc12g095940.1.1",5
"3453","Solyc12g096010.1.1",6
"3454","Solyc12g096030.1.1",3
"3455","Solyc12g096100.1.1",3
"3456","Solyc12g096110.1.1",4
"3457","Solyc12g096330.1.1",1
"3458","Solyc12g096340.1.1",4
"3459","Solyc12g096350.1.1",5
"3460","Solyc12g096770.1.1",2
"3461","Solyc12g096780.1.1",4
"3462","Solyc12g096850.1.1",2
"3463","Solyc12g096860.1.1",5
"3464","Solyc12g097030.1.1",3
"3465","Solyc12g098190.1.1",1
"3466","Solyc12g098390.1.1",2
"3467","Solyc12g098590.1.1",4
"3468","Solyc12g098600.1.1",2
"3469","Solyc12g098660.1.1",3
"3470","Solyc12g098860.1.1",1
"3471","Solyc12g098910.1.1",1
"3472","Solyc12g098970.1.1",3
"3473","Solyc12g099170.1.1",5
"3474","Solyc12g099220.1.1",1
"3475","Solyc12g099550.1.1",5
"3476","Solyc12g099620.1.1",1
"3477","Solyc12g099780.1.1",2
"3478","Solyc12g099830.1.1",6
"3479","Solyc12g099930.1.1",2
"3480","Solyc12g100070.1.1",1
"3481","Solyc00g005870.1.1",1
"3482","Solyc00g007310.1.1",1
"3483","Solyc00g009770.1.1",1
"3484","Solyc00g027120.1.1",1
"3485","Solyc00g052540.1.1",1
"3486","Solyc00g069880.2.1",1
"3487","Solyc00g166690.1.1",1
"3488","Solyc01g005880.1.1",1
"3489","Solyc01g007080.2.1",3
"3490","Solyc01g007260.2.1",3
"3491","Solyc01g008750.1.1",1
"3492","Solyc01g008920.2.1",6
"3493","Solyc01g009800.1.1",1
"3494","Solyc01g014280.2.1",3
"3495","Solyc01g014500.1.1",1
"3496","Solyc01g016630.1.1",1
"3497","Solyc01g022770.1.1",1
"3498","Solyc01g044290.1.1",1
"3499","Solyc01g057330.1.1",3
"3500","Solyc01g058430.1.1",5
"3501","Solyc01g059910.2.1",1
"3502","Solyc01g060190.1.1",1
"3503","Solyc01g067710.2.1",3
"3504","Solyc01g068460.2.1",2
"3505","Solyc01g079130.1.1",6
"3506","Solyc01g079950.2.1",2
"3507","Solyc01g080580.2.1",3
"3508","Solyc01g080770.2.1",2
"3509","Solyc01g087360.1.1",1
"3510","Solyc01g088360.2.1",1
"3511","Solyc01g088430.2.1",6
"3512","Solyc01g090840.2.1",6
"3513","Solyc01g091040.2.1",2
"3514","Solyc01g091180.2.1",2
"3515","Solyc01g094240.2.1",6
"3516","Solyc01g094790.2.1",2
"3517","Solyc01g095070.2.1",2
"3518","Solyc01g095140.2.1",1
"3519","Solyc01g095150.2.1",1
"3520","Solyc01g095720.2.1",1
"3521","Solyc01g096120.2.1",2
"3522","Solyc01g096250.2.1",3
"3523","Solyc01g098790.1.1",6
"3524","Solyc01g099340.2.1",2
"3525","Solyc01g099920.2.1",1
"3526","Solyc01g100920.2.1",3
"3527","Solyc01g102340.2.1",3
"3528","Solyc01g103240.2.1",1
"3529","Solyc01g104010.2.1",5
"3530","Solyc01g105690.2.1",2
"3531","Solyc01g107430.2.1",4
"3532","Solyc01g108010.2.1",1
"3533","Solyc01g109150.2.1",3
"3534","Solyc01g109500.2.1",2
"3535","Solyc01g110680.2.1",3
"3536","Solyc01g110720.2.1",1
"3537","Solyc01g111080.2.1",1
"3538","Solyc01g111840.2.1",2
"3539","Solyc02g021090.2.1",1
"3540","Solyc02g032660.2.1",1
"3541","Solyc02g036480.1.1",1
"3542","Solyc02g049090.1.1",1
"3543","Solyc02g055390.1.1",5
"3544","Solyc02g063520.2.1",3
"3545","Solyc02g069690.1.1",2
"3546","Solyc02g070230.1.1",6
"3547","Solyc02g071700.2.1",3
"3548","Solyc02g071710.2.1",3
"3549","Solyc02g072430.1.1",6
"3550","Solyc02g072440.2.1",1
"3551","Solyc02g076700.1.1",1
"3552","Solyc02g077050.2.1",3
"3553","Solyc02g077950.1.1",3
"3554","Solyc02g079500.2.1",6
"3555","Solyc02g080120.1.1",2
"3556","Solyc02g080520.2.1",3
"3557","Solyc02g080900.2.1",3
"3558","Solyc02g081370.2.1",1
"3559","Solyc02g082680.2.1",3
"3560","Solyc02g083190.1.1",2
"3561","Solyc02g084930.2.1",1
"3562","Solyc02g084950.2.1",2
"3563","Solyc02g085600.1.1",2
"3564","Solyc02g086460.2.1",3
"3565","Solyc02g086480.1.1",2
"3566","Solyc02g087670.2.1",1
"3567","Solyc02g088690.2.1",3
"3568","Solyc02g089090.2.1",6
"3569","Solyc02g089650.2.1",1
"3570","Solyc02g092060.1.1",5
"3571","Solyc02g092250.2.1",3
"3572","Solyc02g092590.2.1",3
"3573","Solyc02g093890.1.1",2
"3574","Solyc02g094190.2.1",3
"3575","Solyc03g005540.1.1",1
"3576","Solyc03g005910.2.1",3
"3577","Solyc03g006360.2.1",2
"3578","Solyc03g006810.2.1",6
"3579","Solyc03g007760.2.1",2
"3580","Solyc03g007770.2.1",1
"3581","Solyc03g034060.2.1",1
"3582","Solyc03g034370.1.1",3
"3583","Solyc03g044100.2.1",3
"3584","Solyc03g046480.1.1",4
"3585","Solyc03g063190.2.1",1
"3586","Solyc03g078490.2.1",3
"3587","Solyc03g078650.2.1",6
"3588","Solyc03g080080.2.1",3
"3589","Solyc03g080100.2.1",3
"3590","Solyc03g081230.1.1",3
"3591","Solyc03g081260.2.1",3
"3592","Solyc03g093330.2.1",3
"3593","Solyc03g093580.1.1",4
"3594","Solyc03g094070.2.1",1
"3595","Solyc03g095510.2.1",6
"3596","Solyc03g112390.2.1",3
"3597","Solyc03g112540.2.1",3
"3598","Solyc03g112760.2.1",3
"3599","Solyc03g113460.1.1",3
"3600","Solyc03g115160.2.1",6
"3601","Solyc03g119060.2.1",2
"3602","Solyc03g119580.1.1",1
"3603","Solyc03g121170.2.1",3
"3604","Solyc03g122360.2.1",1
"3605","Solyc04g007390.2.1",2
"3606","Solyc04g008430.1.1",3
"3607","Solyc04g009290.1.1",3
"3608","Solyc04g011970.1.1",1
"3609","Solyc04g012200.1.1",1
"3610","Solyc04g014650.2.1",2
"3611","Solyc04g015630.2.1",2
"3612","Solyc04g016140.1.1",1
"3613","Solyc04g025270.1.1",1
"3614","Solyc04g049920.2.1",1
"3615","Solyc04g050440.2.1",2
"3616","Solyc04g051540.2.1",1
"3617","Solyc04g054220.2.1",3
"3618","Solyc04g054690.2.1",3
"3619","Solyc04g064960.1.1",3
"3620","Solyc04g071400.2.1",1
"3621","Solyc04g071800.2.1",3
"3622","Solyc04g072940.2.1",2
"3623","Solyc04g073950.1.1",1
"3624","Solyc04g074360.1.1",3
"3625","Solyc04g074380.2.1",3
"3626","Solyc04g074390.2.1",3
"3627","Solyc04g078560.1.1",3
"3628","Solyc04g078650.2.1",3
"3629","Solyc04g079110.1.1",3
"3630","Solyc04g080940.2.1",3
"3631","Solyc04g080970.2.1",6
"3632","Solyc04g082110.2.1",2
"3633","Solyc05g005080.2.1",3
"3634","Solyc05g005650.1.1",2
"3635","Solyc05g006740.2.1",3
"3636","Solyc05g008990.2.1",1
"3637","Solyc05g009500.2.1",2
"3638","Solyc05g009520.1.1",3
"3639","Solyc05g010060.2.1",3
"3640","Solyc05g010400.2.1",3
"3641","Solyc05g010680.1.1",3
"3642","Solyc05g011890.1.1",3
"3643","Solyc05g012670.1.1",2
"3644","Solyc05g013470.2.1",2
"3645","Solyc05g013560.2.1",2
"3646","Solyc05g013860.2.1",3
"3647","Solyc05g017800.1.1",1
"3648","Solyc05g017870.1.1",1
"3649","Solyc05g018460.1.1",1
"3650","Solyc05g024280.1.1",1
"3651","Solyc05g026230.1.1",1
"3652","Solyc05g039920.2.1",1
"3653","Solyc05g047500.1.1",5
"3654","Solyc05g049990.2.1",3
"3655","Solyc05g050770.2.1",1
"3656","Solyc05g051740.2.1",3
"3657","Solyc05g051750.2.1",2
"3658","Solyc05g051870.2.1",3
"3659","Solyc05g054030.2.1",3
"3660","Solyc05g054340.2.1",2
"3661","Solyc06g006000.2.1",1
"3662","Solyc06g007240.2.1",1
"3663","Solyc06g008800.1.1",1
"3664","Solyc06g035920.2.1",1
"3665","Solyc06g048570.2.1",3
"3666","Solyc06g050410.1.1",1
"3667","Solyc06g050800.2.1",3
"3668","Solyc06g050830.1.1",3
"3669","Solyc06g051260.2.1",3
"3670","Solyc06g054390.2.1",1
"3671","Solyc06g059870.1.1",3
"3672","Solyc06g060820.1.1",2
"3673","Solyc06g061230.2.1",3
"3674","Solyc06g061250.1.1",3
"3675","Solyc06g062430.2.1",3
"3676","Solyc06g065770.1.1",1
"3677","Solyc06g066080.1.1",4
"3678","Solyc06g068360.2.1",3
"3679","Solyc06g068570.2.1",3
"3680","Solyc06g068700.2.1",1
"3681","Solyc06g069240.1.1",6
"3682","Solyc06g069670.2.1",6
"3683","Solyc06g071480.2.1",2
"3684","Solyc06g072220.1.1",3
"3685","Solyc06g072360.2.1",3
"3686","Solyc06g072480.1.1",1
"3687","Solyc06g072770.2.1",3
"3688","Solyc06g074070.2.1",3
"3689","Solyc06g074120.2.1",2
"3690","Solyc06g074240.1.1",1
"3691","Solyc06g075260.2.1",1
"3692","Solyc06g075500.2.1",3
"3693","Solyc06g075600.2.1",2
"3694","Solyc06g076240.1.1",1
"3695","Solyc06g076420.1.1",1
"3696","Solyc06g076600.1.1",5
"3697","Solyc06g082210.1.1",2
"3698","Solyc07g005070.1.1",1
"3699","Solyc07g005100.2.1",3
"3700","Solyc07g006730.2.1",3
"3701","Solyc07g007160.2.1",3
"3702","Solyc07g007180.2.1",2
"3703","Solyc07g007980.2.1",2
"3704","Solyc07g008010.2.1",3
"3705","Solyc07g008150.2.1",2
"3706","Solyc07g009130.2.1",2
"3707","Solyc07g015770.1.1",1
"3708","Solyc07g017830.1.1",1
"3709","Solyc07g018290.2.1",3
"3710","Solyc07g020960.2.1",2
"3711","Solyc07g021560.1.1",1
"3712","Solyc07g026760.1.1",1
"3713","Solyc07g041130.1.1",3
"3714","Solyc07g041390.1.1",1
"3715","Solyc07g041690.1.1",1
"3716","Solyc07g042170.2.1",2
"3717","Solyc07g043410.1.1",6
"3718","Solyc07g043660.2.1",2
"3719","Solyc07g049660.2.1",3
"3720","Solyc07g052800.1.1",1
"3721","Solyc07g053720.2.1",2
"3722","Solyc07g056110.2.1",3
"3723","Solyc07g056170.2.1",1
"3724","Solyc07g063020.1.1",5
"3725","Solyc07g063860.2.1",1
"3726","Solyc07g064770.1.1",2
"3727","Solyc07g065920.2.1",6
"3728","Solyc07g066190.1.1",2
"3729","Solyc08g005440.2.1",3
