"","genotype","gene","Ambr","Aother","Bmbr","Bother","Cmbr","Cother","Ambr.1","Aother.1","Bmbr.1","Bother.1","Cmbr.1","Cother.1","PC1","PC2","PC3","PC4","PC5","PC6","ssom.unit.classif","ssom.distances"
"613","tf2","Solyc02g064700.2.1",30.7866682092214,47.7093791603361,65.5058945163282,26.0804252064238,25.1947832720702,35.3631809091402,-0.491021749851568,0.594696134290032,1.73647507580936,-0.792962272857254,-0.849782795872222,-0.197404391518345,-1.24893425101706,0.925663570781998,-0.962024677952138,-1.64023531781876,0.108229206078629,-2.33146835171283e-15,12,0.053198392029137
"626","tf2","Solyc02g065500.2.1",51.5550335893777,42.1865989777805,170.161444818886,31.8494187931007,32.9566131199312,31.7787201258196,-0.156481544660175,-0.328419202394663,2.02028644108749,-0.518136121199116,-0.497815928220825,-0.519433644612709,-1.70907014199193,0.0164363727881351,-0.986580461512007,-1.26476754244638,0.837395001239481,-1.4432899320127e-15,12,0.0460824396155497
"646","tf2","Solyc02g068280.2.1",1.8619610963851,2.17885202472759,8.50727319521098,3.22769412741028,3.31997119588876,4.72699092992196,-0.863884151054192,-0.734048926895543,1.85880529439041,-0.304321732680446,-0.266514358599804,0.309963874839574,-0.801199231488452,-0.815704794551413,-1.25117822818865,-1.60326476048837,0.593512711188455,4.16333634234434e-16,12,0.0709701689831561
"649","tf2","Solyc02g068630.1.1",11.5554221536727,9.3074419459455,65.8449815099922,2.49618807492238,1.97247810744173,1.38496231140641,-0.154493709535698,-0.244200459028057,2.01195770515527,-0.516006875577645,-0.536905777933612,-0.560350883080258,-1.71096477038662,0.128888093286513,-0.95966226179791,-1.2780208316949,0.838595931552585,-1.94289029309402e-15,12,0.0467276093887874
"718","tf2","Solyc02g078600.2.1",0.835516167718723,8.15103093424341,13.4190777525198,3.32895014650146,1.61972694480273,1.37287734749725,-0.789656633368022,0.671941928696964,1.72446795047706,-0.291482597185448,-0.632975746140948,-0.682294902479609,-1.0682312158169,0.948716456586445,-0.402292593211693,-1.82865181911965,0.722704132885626,-2.4980018054066e-15,12,0.0752308318518485
"724","tf2","Solyc02g079050.2.1",13.4356031142155,3.50115754061976,34.7565105459564,7.9066674691419,9.30519399749351,7.57956152359165,0.0611913463688218,-0.822189448197565,1.95706766965221,-0.430447117707411,-0.306088745950762,-0.459533704165298,-1.78125804519471,-0.522310140599081,-1.04965858280296,-0.916069276067375,0.975438638911329,-1.16573417585641e-15,12,0.024247660266723
"775","tf2","Solyc02g083170.2.1",7.14233382982933,12.9794793121107,68.0208925027623,10.2135359728943,15.2087187403873,12.1906437762064,-0.595158488397188,-0.343725949094257,2.02715932819688,-0.462867772689067,-0.2477024163817,-0.377704701634666,-1.42776436827301,-0.277501907123301,-0.811262329358801,-1.63107583023641,0.77633500373365,-1.36002320516582e-15,12,0.0412635294689516
"802","tf2","Solyc02g085390.2.1",35.165439605728,27.9989639521906,76.2909061083603,26.1012783082192,19.0329872098711,31.1434602954307,-0.0385741779260495,-0.38847000858336,1.96933458487079,-0.481122565687364,-0.826224636042325,-0.234943196631688,-1.53301743998257,0.141235389888565,-1.43016857723914,-1.08209479721772,0.761143592034042,-8.04911692853238e-16,12,0.0257405031463746
"817","tf2","Solyc02g086570.1.1",1.86418114177162,1.01186243117637,8.36925133932501,1.12179594156064,2.74651359887464,2.15412025260277,-0.366340411514117,-0.674337166843228,1.98435362949232,-0.634611223860412,-0.0474977878205682,-0.261567039453993,-1.62523199491554,-0.707333610860218,-0.864778645283686,-1.37893977710738,0.628159433710888,-1.63757896132211e-15,12,0.0433468287413825
"831","tf2","Solyc02g088120.2.1",2.4539299526829,1.38777878078145e-17,12.6042152612616,3.17095636767902,3.21476377860146,1.89597820922145,-0.324235244174126,-0.878292495161223,1.9675331776006,-0.162342406139552,-0.1524514091932,-0.450211622932504,-1.4599192910809,-0.729639696297482,-0.886944572664458,-1.1828579800074,1.18819985490147,-8.32667268468867e-16,12,0.0620194905339872
"838","tf2","Solyc02g088910.2.1",49.7686516162691,105.643391166116,217.690810154816,69.3765276280935,103.494129139841,80.2707680866863,-0.919574216363184,0.0213762178370182,1.90829449965509,-0.589370628915403,-0.0148181170829559,-0.405907755130564,-1.29090673610192,-0.16852429049576,-0.383967361579351,-1.97118295313318,0.501149966298917,-2.27595720048157e-15,12,0.0522745551175078
"846","tf2","Solyc02g089330.2.1",13.3735057273733,15.991765703059,28.950944316528,8.83418863566689,7.69287250441155,12.0392740768142,-0.143667251382157,0.196157132222565,1.87813101000461,-0.732825947233786,-0.88095755158312,-0.316837392028107,-1.55621085250668,0.684885319954682,-1.17107613538409,-1.31856718789449,0.398041217376535,-1.83186799063151e-15,12,0.0525186577052638
"898","tf2","Solyc02g094310.1.1",3.34740910330391,1.04099104220946,157.016980111539,1.23106976298306,1.67549077175597,1.67105158317275,-0.383690544496883,-0.420083676956537,2.04107240158719,-0.417084411480965,-0.410071861192293,-0.410141907460508,-1.51365153252047,-0.186037642208455,-0.984222018130713,-1.42351541013781,0.883180479214964,-1.33226762955019e-15,12,0.043953274308501
"900","tf2","Solyc03g005130.1.1",12.7456712217905,12.8841730604341,118.864906793498,12.0133499509887,15.4572143371386,8.9383222935468,-0.400010821850857,-0.396827688209141,2.03888610608621,-0.416841475483059,-0.337692485892597,-0.487513634650554,-1.5518260101549,-0.198379727889539,-0.869472817631469,-1.44951302612029,0.906996456865086,-1.55431223447522e-15,12,0.0532424326923751
"923","tf2","Solyc03g006830.2.1",1.47365536266299,2.2871329588764,17.3380312999816,2.77731099518655,8.54918596481718,0.409801560666428,-0.618085216133242,-0.492349898635229,1.83399503127814,-0.416585438356423,0.475545500766519,-0.782519978919769,-1.61659272850748,-0.799395940874879,0.0356712800404829,-1.55980312850767,0.904278836114965,-2.77555756156289e-15,12,0.0791964653317705
"927","tf2","Solyc03g007150.2.1",2.41250055217651,3.11228858793595,47.6141721093764,3.79163916133399,4.97677380008519,2.27104424450723,-0.45734063848559,-0.418706491576912,2.03816933056308,-0.381200663363271,-0.315771328478477,-0.465150208658825,-1.49594558265089,-0.246074635008241,-0.862471248757176,-1.48458948428193,0.92720470298423,-1.4432899320127e-15,12,0.0179873757729219
